PUBLISHER|TITLE|NAME|KEY|COVER|DEMOGRAPHY|FORMAT|TYPE|FREQUENCY|STATUS|TOTAL_ISSUES|RELEASE_DATE|GENRES|AUTHORS|WHAKOOM URL|PUBLISHER URL
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce079|Star Wars Manga|star-wars-manga|-|sci-fi|Tankōbon|manga|monthly|completed|12|2017-12-20|Epic, Space Opera|Author: Hisao Tamaki|/ediciones/490746/star_wars_manga-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce07a|Star Wars: Lost Stars|star-wars-lost-stars|-|sci-fi|Tankōbon|manga|biannual|completed|3|2019-05-15|Epic, Space Opera|Author: Yusaku Komiyama|/ediciones/530121/star_wars_lost_stars-rustica_256_pp/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce07b|Star Wars: The High Republic|star-wars-the-high-republic|-|sci-fi|Tankōbon|manga|one-shot|completed|1|2021-12-22|Epic, Space Opera|Writer: Shima Shinya; Illustrator: Mizuki Sakakibara|/ediciones/615761/star_wars_the_high_republic_al_filo_del_balance-rustica|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce07c|Strobe Edge|strobe-edge|-|Shōjo|Tankōbon|manga|bimonthly|completed|10|2017-05-03|Coming-of-Age, Romance|Author: Io Sakisaka|/ediciones/472332/strobe_edge-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce07d|Sword Art Online: Aincrad|sword-art-online-aincrad|-|sci-fi|Tankōbon|manga|monthly|completed|2|2014-11-02|Adventure, Science Fiction|Writer: Reki Kawahara; Illustrator: Tamako Nakamura|/ediciones/356433/sword_art_online_aincrad-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce07e|Sword Art Online: Calibur|sword-art-online-calibur|-|sci-fi|Tankōbon|manga|one-shot|completed|1|2018-05-30|Adventure, Science Fiction|Writer: Reki Kawahara; Illustrator: Shii Kiya|/ediciones/506392/sword_art_online_calibur-rustica|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce07f|Sword Art Online: Fairy Dance|sword-art-online-fairy-dance|-|sci-fi|Tankōbon|manga|monthly|completed|3|2015-08-19|Adventure, Science Fiction|Writer: Reki Kawahara; Illustrator: Hazuki Tsubasa|/ediciones/393874/sword_art_online_fairy_dance-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce080|Sword Art Online: Girl Operations|sword-art-online-girl-operations|-|sci-fi|Tankōbon|manga|bimonthly|completed|8|2019-09-18|Adventure, Science Fiction|Writer: Reki Kawahara; Illustrator: Neko Nekobyō|/ediciones/552956/sword_art_online_girls_operations-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce081|Sword Art Online: Mother's Rosario|sword-art-online-mothers-rosario|-|sci-fi|Tankōbon|manga|bimonthly|completed|3|2018-08-01|Adventure, Science Fiction|Writer: Reki Kawahara; Illustrator: Hazuki Tsubasa|/ediciones/506112/sword_art_online_mothers_rosary-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce082|Sword Art Online: Phantom Bullet|sword-art-online-phantom-bullet|-|sci-fi|Tankōbon|manga|monthly|completed|3|2016-06-22|Adventure, Science Fiction|Writer: Reki Kawahara; Illustrator: Kōtarō Yamada|/ediciones/401509/sword_art_online_phantom_bullet-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce083|Sword Art Online: Progressive|sword-art-online-progressive|-|sci-fi|Tankōbon|manga|bimonthly|completed|5|2021-06-23|Adventure, Science Fiction|Writer: Reki Kawahara; Illustrator: Kiseki Himura|/ediciones/608424/sword_art_online_progressive-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce084|Takagi: La maestra de las bromas|takagi-la-maestra-de-las-bromas|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|17|2019-08-28|Romantic Comedy, Slice of Life|Author: Sōichirō Yamamoto|/ediciones/552273/takagi_la_maestra_de_las_bromas-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=takagi+la+maestra+de+las+bromas&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce085|Tanya The Evil|tanya-the-evil|-|Seinen|Tankōbon|manga|bimonthly|ongoing|23|2019-05-08|Fantasy, Isekai, Military|Writer: Carlo Zen; Illustrator: Chika Tōjō|/ediciones/529263/cronicas_de_guerra_tanya_the_evil-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?product_list_order=name&q=Tanya+The+Evil
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce086|Weathering With You (Tenki no Ko)|weathering-with-you|-|Seinen|Tankōbon|manga|bimonthly|completed|3|2021-03-24|Romantic, Fantasy|Writer: Makoto Shinkai; Illustrator: Wataru Kubota|/ediciones/599956/weathering_with_you-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce087|Tenku Shinpan|tenku-shinpan|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|21|2020-01-22|Action, Isekai, Survival|Writer: Tsuina Miura; Illustrator: Takahiro Oba|/ediciones/567925/tenku_shinpan_invasion_en_las_alturas-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=109-299&product_list_order=name&q=TENKU+SHINPAN
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce088|Terra Formars|terra-formars|-|Seinen|Tankōbon|manga|bimonthly|ongoing|22|2017-03-22|Adventure, Horror, Science Fiction|Writer: Yū Sasuga; Illustrator: Kenichi Tachibana|/ediciones/410792/terra_formars-rustica/todos|/catalogsearch/result/index/?product_list_order=name&q=terraformars
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce089|The Ancient Magus' Bride|the-ancient-magus-bride|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|17|2019-07-17|Dark Fantasy, Mystery, Supernatural|Author: Kore Yamazaki|/ediciones/552228/the_ancient_magus_bride-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?p=2&product_list_order=name&q=The+Ancient+Magus+Bride
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce08a|The Gods Lie|the-gods-lie|-|Seinen|Tankōbon|manga|one-shot|completed|1|2020-03-04|Coming-of-Age|Author: Kaori Ozaki|-|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce08b|The Legend of Zelda|the-legend-of-zelda|-|Shōnen|Kanzenban|manga|bimonthly|completed|5|2017-12-13|Action, Adventure|Author: Akira Himekawa|/ediciones/490044/the_legend_of_zelda_-_perfect_edition-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce08c|The Legend of Zelda: A Link To The Past|the-legend-of-zelda-a-link-to-the-past|-|Shōnen|Tankōbon|manga|one-shot|completed|1|2021-12-01|Action, Adventure|Author: Akira Himekawa|/ediciones/615048/the_legend_of_zelda_a_link_to_the_past-rustica_con_solapas|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce08d|The Promised Neverland|the-promised-neverland|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|20|2019-05-31|Dark Fantasy, Science Fiction, Thriller|Writer: Kaiu Shirai; Illustrator: Posuka Demizu|/ediciones/529265/the_promised_neverland-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?product_list_order=name&q=the+promise+neverland
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce08e|The Seven Deadly Sins|the-seven-deadly-sins|-|Shōnen|Tankōbon|manga|monthly|completed|41|2017-05-24|Adventure, Fantasy|Author: Nakaba Suzuki|/ediciones/483525/the_seven_deadly_sins-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce08f|To Love Ru|to-love-ru|-|Shōnen|Tankōbon|manga|monthly|completed|18|2018-01-24|Harem, Romantic Comedy, Science Fiction|Writer: Saki Hasemi; Illustrator: Kentaro Yabuki|/ediciones/501785/to_love-ru-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce090|To Love Ru: Darkness|to-love-ru-darkness|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|18|2021-03-03|Harem, Romantic Comedy, Science Fiction|Writer: Saki Hasemi; Illustrator: Kentaro Yabuki|/ediciones/599256/to_love-ru_darkness-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=To+love+ru+darkness&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce091|Tokyo Ghoul|tokyo-ghoul|-|Seinen|Tankōbon|manga|monthly|completed|14|2016-03-23|Dark Fantasy, Supernatural Thriller|Author: Sui Ishida|/ediciones/399034/tokyo_ghoul-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce092|Tokyo Ghoul: RE|tokyo-ghoul-re|-|Seinen|Tankōbon|manga|bimonthly|completed|16|2019-06-28|Dark Fantasy, Supernatural Thriller|Author: Sui Ishida|/ediciones/484810/tokyo_ghoulre-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce093|Tower of God|tower-of-god|-|Dark Fantasy|Tankōbon|manhwa|bimonthly|ongoing|8|2022-01-26|Action, Dark Fantasy|Author: S.I.U. (Lee Jong Hui)|/ediciones/617238/tower_of_god-rustica_con_solapas|/catalogsearch/result/index/?q=Tower+of+god&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce094|Twin Star Exorcists|twin-star-exorcists|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|28|2017-06-21|Adventure, Romance, Supernatural|Author: Yoshiaki Sukeno|/ediciones/484466/twin_star_exorcists_onmyouji-rustica/todos|/catalogsearch/result/index/?q=Twin+star+exorcists&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce095|Ultraman|ultraman|-|Seinen|Tankōbon|manga|bimonthly|ongoing|17|2019-03-27|Science Fiction, Superhero, Tokusatsu|Writer: Eiichi Shimizu; Illustrator: Tomohiro Shimoguchi|/ediciones/524716/ultraman-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?product_list_order=name&q=Ultraman
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce096|Uzumaki|uzumaki|-|Seinen|Tankōbon|manga|bimonthly|completed|3|2017-10-11|Dark Fantasy, Psychological Horror, Supernatural|Author: Junji Ito|/ediciones/487988/uzumaki-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce097|Vagabond|vagabond|-|Seinen|Tankōbon|manga|bimonthly|ongoing|37|2019-03-27|Epic, Historical, Martial Arts|Author: Takehiko Inoue|/ediciones/525797/vagabond-rustica_con_solapas/todos|/catalogsearch/result/index/?q=vagabond&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce098|Vampire Knight|vampire-knight|-|Shōjo|Tankōbon|manga|monthly|completed|19|2014-03-14|Dark Fantasy, Romance, Supernatural|Author: Matsuri Hino|/ediciones/354941/vampire_knight-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce099|Vampire Knight: Memories|vampire-knight-memories|-|Shōjo|Tankōbon|manga|bimonthly|ongoing|6|2019-07-31|Dark Fantasy, Romance, Supernatural|Author: Matsuri Hino|/ediciones/552227/vampire_knight_memories-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=100-130&product_list_order=name&q=vampire+knight+memories
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce09a|My Hero Academia: Vigilante|my-hero-academia-vigilante|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|15|2020-08-26|Superhero|Writer: Hideyuki Furuhashi; Illustrator: Betten Court|/ediciones/588258/vigilante_my_hero_academia_illegals-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=Vigilantes+Boku+no+hero&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce09b|World of Warcraft: Chamán|world-of-warcraft-chaman|-|Adventure|Tankōbon|manga|one-shot|completed|1|2019-07-24|Fantasy|Writer: Paul Benjamin; Illustrator: Rocio Zucchi|-|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce09c|World of Warcraft: El Caballero de la Muerte|world-of-warcraft-el-caballero-de-la-muerte|-|Adventure|Tankōbon|manga|one-shot|completed|1|2019-05-29|Fantasy|"Writer: 	Dan Jolley; Illustrator: Rocio Zucchi"|-|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce09d|World of Warcraft: Leyendas|world-of-warcraft-leyendas|-|Adventure|Tankōbon|manga|monthly|completed|5|2018-08-29|Fantasy|Writer: Richard A. Knaak, Troy Lewter, Dan Jolley, Grace Randolph, Aaron Sparrow, Christie Golden, Tim Beedle, Evelyn Fredericksen, Louise Simonson; Illustrator: Jae-Hwan Kim, Mi-Young No, Carlos Olivares, Nam Kim, Erica Horita, Elisa Kwon, In-Bae Kim, Fernando Heinz Furukawa, Qing Ping Mui, Ryo Kawakami, Erica Awano, Seung-hui Kye, Rob Ten Pas|/ediciones/510425/warcraft_leyendas-rustica_176_pp/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce09e|World of Warcraft: Fuente de Sol|world-of-warcraft-fuente-de-sol|-|Adventure|Tankōbon|manga|monthly|completed|3|2019-02-27|Fantasy|Writer: Richard A. Knaak; Illustrator: Kim Jae-Hwan|/ediciones/527607/warcraft_fuente_del_sol-rustica_176_pp/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce09f|World of Warcraft: Mago|world-of-warcraft-mago|-|Adventure|Tankōbon|manga|one-shot|completed|1|2019-06-26|Fantasy|Writer: Richard A. Knaak; Illustrator: Ryo Kawakami|-|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0a0|We Never Learn|we-never-learn|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|21|2020-11-04|Harem, Romantic Comedy, Slice of Life|Author: Taishi Tsutsui|/ediciones/591075/we_never_learn-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?product_list_order=name&q=we+never+learn
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0a1|Wolf Children|wolf-children|-|Seinen|Tankōbon|manga|bimonthly|completed|3|2018-03-14|Drama, Fantasy, Romance, Slice of Life|Writer: Mamoru Hosoda; Illustrator: Yuu|/ediciones/503507/wolf_children-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0a2|Wotakoi|wotakoi|-|Josei|Tankōbon|manga|bimonthly|completed|11|2019-03-20|Romantic Comedy|Author: Fujita|/ediciones/528763/wotakoi_que_dificil_es_el_amor_para_los_otaku-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=wotakoi&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0a3|Yo-Kai Watch|yo-kai-watch|-|Children|Tankōbon|manga|monthly|completed|28|2016-09-07|Comedy, Supernatural|Author: Noriyuki Konishi|/ediciones/403623/yo-kai_watch-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0a4|Your Lie in April|your-lie-in-april|-|Shōnen|Tankōbon|manga|bimonthly|completed|11|2018-04-11|Romantic Drama|Author: Naoshi Arakawa|/ediciones/503069/your_lie_in_april-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0a5|Your Name|your-name|-|Shōjo|Tankōbon|manga|bimonthly|completed|3|2017-08-16|Romantic, Fantasy|Writer: Makoto Shinkai; Illustrator: Ranmaru Kotone|/ediciones/486384/your_name-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0a6|Yu-Gi-Oh!|yu-gi-oh|-|Shōnen|Bunkoban|manga|bimonthly|ongoing|38|2020-08-16|Adventure, Science Fantasy|Author: Kazuki Takahashi|/ediciones/574881/yu-gi-oh-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=Yu+gi+oh&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0a7|Yu Yu Hakusho|yu-yu-hakusho|-|Shōnen|Kanzenban|manga|bimonthly|ongoing|15|2020-01-29|Adventure, Martial Arts, Supernatural|Author: Yoshihiro Togashi|/ediciones/564703/yu_yu_hakusho_-_edicion_kanzenban-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?product_list_order=name&q=Yu+Yu+Hakusho
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0a8|Yuna de la posada Yuragi|yuna-de-la-posada-yuragi|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|24|2019-10-30|Comedy, Harem, Supernatural|Author: Tadahiro Miura|/ediciones/564704/yuna_de_la_posada_yuragi-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?product_list_order=name&q=Yuna+de+la+posada
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0a9|Dakaichi|dakaichi|-|Josei|Tankōbon|manga|bimonthly|ongoing|8|2022-03-09|Boys Love, Romantic Comedy, Slapstick|Author: Hashigo Sakurabi|/ediciones/617131/dakaichi_mi_rival_mas_deseado-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=dakaichi&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0aa|Tokyo Revengers|tokyo-revengers|-|Shōnen|Tankōbon|manga|monthly|ongoing|28|2022-02-23|Action, Science Fiction Thriller, Yankī|Author: Ken Wakui|/ediciones/617009/tokyo_revengers-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=Tokyo+revengers&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0ab|Mieruko-Chan|mieruko-chan|-|Seinen|Tankōbon|manga|bimonthly|ongoing|7|2022-03-22|Horror Comedy|Author: Tomoki Izumi|/ediciones/616933/mieruko-chan-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=Mieruko+Chan&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0ac|Blue Period|blue-period|-|Seinen|Tankōbon|manga|monthly|ongoing|12|2022-05-25|Coming-of-Age, Drama|Author: Tsubasa Yamaguchi|/ediciones/620542/blue_period-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=blue+period&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0ad|Nana|nana|-|Shōjo|Tankōbon|manga|monthly|ongoing|21|2022-05-25|Drama, Musical, Romance|Author: Ai Yazawa|/ediciones/620396/nana-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=129-139&product_list_order=name&q=nana
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0ae|Komi-san Can't Communicate|komi-san|-|Shōnen|Tankōbon|manga|monthly|ongoing|26|2022-04-20|Coming-of-Age, Romantic Comedy, Slice of Life|Author: Tomohito Oda|/ediciones/620486/komi-san_cant_communicate-rustica_con_sobrecubierta|/catalogsearch/result/index/?q=komi+cant+communicate&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0af|Deadpool: Samurai|deadpool-samurai|-|Shōnen|Tankōbon|manga|quarterly|ongoing|2|2022-06-24|Adventure|Writer: Sanshiro Kasama; Illustrator: Hikaru Uesugi|/ediciones/626114/deadpool_samurai-rustica_con_sobrecubierta/todos|/catalogsearch/result/?q=deadpool+samurai
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0b0|Cells at Work!|cells-at-work|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|6|2022-04-20|Biology, Comedy|Author: Akane Shimizu|/ediciones/620204/cells_at_work-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=Cells+At+work&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0b1|Haikyu!!|haikyu|-|Shōnen|Tankōbon|manga|quarterly|ongoing|15|2022-06-22|Comedy, Coming-of-Age, Sports|Author: Haruichi Furudate|/ediciones/617345/haikyu-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=haikyu&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0b2|Shangri-la Frontier|shangri-la-frontier|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|9|2022-06-08|Action|Author: Katarina|/ediciones/617289/shangri-la_frontier-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=129-199&q=SHANGRI+LA+FRONTIER&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0b3|Mashle|mashle|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|12|2022-06-08|Adventure, Comic Fantasy|Author: Hajime Kōmoto|/ediciones/620348/mashle_magia_y_musculo-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=139-238&q=mashle&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0b4|Mushoku Tensei|mushoku-tensei|-|Seinen|Tankōbon|manga|bimonthly|ongoing|25|2022-06-22|Fantasy, Harem, Isekai|Writer: Rifujin na Magonote; Illustrator: Yuka Fujikawa|/ediciones/625297/mushoku_tensei_reencarnacion_desde_cero-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=mushoku+tensei&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0b5|Girlfriend, Girlfriend|girlfriend-girlfriend|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|11|2022-06-29|Romantic Comedy|Author: Hiroyuki|/ediciones/622949/girlfriend_girlfriend_kanojo_mo_kanojo-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=139-733&q=girlfriend%2C+girlfriend&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0b6|Ataque de los Titanes: Deluxe Edition|ataque-de-los-titanes-deluxe-edition|-|Shōnen|Tankōbon|manga|monthly|ongoing|17|2022-06-20|Action, Dark Fantasy, Post-Apocalyptic|Author: Hajime Isayama|/ediciones/625163/ataque_de_los_titanes_-_deluxe_edition-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=AOT+-+LUX+EDITION&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0b7|Lady Snowblood|lady-snowblood|-|Seinen|Tankōbon|manga|monthly|ongoing|2|2022-07-15|Action, Adventure, Jidaigeki, Martial Arts, Gore, Rape and Revenge|Writer: Kazuo Koike; Illustrator: Kazuo Kamimura|/ediciones/626070/lady_snowblood-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=Lady+snowblood&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0b8|Death Note: Black Edition|death-note-black-edition|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|6|2022-07-27|Mystery, Psychological Thriller, Supernatural Thriller|Writer: Tsugumi Ohba; Illustrator: Takeshi Obata|/ediciones/625331/death_note_-_black_edition-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=death+note+black+edition&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0b9|Jujutsu Kaisen: Fanbook Oficial|jujutsu-kaisen-fanbook-oficial|-|Guide|Tankōbon|manga|one-shot|completed|1|2022-08-10|Guide|Author: Gege Akutami|/ediciones/616855/jujutsu_kaisen_contiendas_de_brujeria_-_fanbook_oficial-rustica_con_sobrecubierta|/jujutsu-fan-book-n1
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0ba|What a Wonderful World!|what-a-wonderful-world|-|Seinen|Tankōbon|manga|bimonthly|ongoing|2|2022-08-31|Comedy, Slice of Life|Author: Inio Asano|/ediciones/625325/what_a_wonderful_world_subarashii_sekai-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0bb|Pluto|pluto|-|Seinen|Tankōbon|manga|bimonthly|ongoing|8|2022-09-14|Mystery, Science Fiction, Thriller|Writer: Naoki Urasawa, Takashi Nagasaki; Illustrator: Naoki Urasawa|/ediciones/627338/pluto-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=139-140&q=pluto
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0bc|Pokémon Diamond And Pearl|pokemon-diamond-and-pearl|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|8|2022-09-14|Adventure, Fantasy|Writer: Hidenori Kusaka; Illustrator: Satoshi Yamamoto|/ediciones/625985/pokemon_diamond_and_pearl-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?collection=POKEMON+DIAMOND+%26+PEARL&q=pokemon&year=2022
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0bd|Kaiju No. 8|kaiju-8|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|8|2022-04-13|Adventure, Science Fantasy|Author: Naoya Matsumoto|/ediciones/620306/kaiju_no_8-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?collection=KAIJU+8&q=kaiju+8&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0be|Hellbound|hellbound|-|Thriller|Tankōbon|manhwa|bimonthly|completed|2|2022-08-24|Thriller|Writer: Yeon Sangho; Illustrator: Choi Gyuseok|/ediciones/625207/the_hellbound-rustica/todos|/catalogsearch/result/index/?q=hellbound&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0bf|Frieren|frieren|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|9|2022-05-18|Adventure, Drama, Fantasy|Writer: Kanehito Yamada; Illustrator: Choi Gyuseok|/ediciones/620460/frieren_mas_alla_del_fin_del_viaje-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=frieren&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0c0|Naruto Gold|naruto-gold|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|26|2022-09-28|Adventure, Fantasy Comedy, Martial Arts|Author: Masashi Kishimoto|/ediciones/627137/naruto_-_gold_edition-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0c1|Re:Zero (Chapter four)|re-zero-chapter-four|-|Shōnen|Tankōbon|light-novel|bimonthly|ongoing|4|2022-05-18|Adventure, Comedy, Drama, Fantasy, Romance|Author: Tappei Nagatsuki|/ediciones/620854/rezero_-_capitulo_4_el_santuario_y_la_bruja_de_la_codicia-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=re+zero+chapter+four&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0c2|Perfect World|perfect-world|-|Josei|Tankōbon|manga|bimonthly|ongoing|12|2022-11-02|Drama, Romance|Author: Rie Aruga|/ediciones/629886/perfect_world-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce0c3|Umimachi Diary|umimachi-diary|-|Josei|Tankōbon|manga|bimonthly|ongoing|9|2022-11-02|Drama|Author: Akimi Yoshida|/ediciones/630007/umimachi_diary_diario_de_una_ciudad_costera-rustica_con_sobrecubierta/todos|-
